주소,단지명_공시가격,세대수,사용승인일
경기도 의정부시 낙양동 712,부용마을3단지,913,2013-10-11
경기도 의정부시 낙양동 735,양지마을10단지,812,2017-11-10
경기도 의정부시 낙양동 736,대광로제비앙포레스트,420,2018-10-25
경기도 의정부시 낙양동 746,라디언트캐슬,992,2018-07-16
경기도 의정부시 낙양동 747,용암마을13단지,996,2016-06-17
경기도 의정부시 낙양동 749,용암마을16단지(민락LH16단지),625,2012-12-12
경기도 의정부시 낙양동 754,양지마을8단지(민락LH8단지),1161,2012-12-12
경기도 의정부시 낙양동 757,의정부민락푸르지오,943,2015-07-15
경기도 의정부시 낙양동 758,민락노블랜드9단지,792,2018-12-11
경기도 의정부시 낙양동 760,호반베르디움２차,526,2017-08-02
경기도 의정부시 낙양동 763,반도유보라아이비파크,939,2017-09-22
경기도 의정부시 금오동 66,우암센스뷰,202,2004-07-23
경기도 의정부시 금오동 67-1,거성,531,1997-12-29
경기도 의정부시 금오동 78,파스텔,332,1998-06-15
경기도 의정부시 금오동 80-20,세아,250,1992-12-31
경기도 의정부시 금오동 253-1,금오주공2,463,2005-08-05
경기도 의정부시 금오동 344-17,금오2차신도브래뉴업,1111,2007-11-23
경기도 의정부시 금오동 370,신도브래뉴1차,482,2004-09-03
경기도 의정부시 금오동 453-1,벽산블루밍,455,2005-04-12
경기도 의정부시 금오동 468-1,금오주공그린빌1,686,2002-10-04
경기도 의정부시 금오동 469-4,현대아이파크,814,2002-06-03
경기도 의정부시 금오동 476-1,금오주공그린빌3,820,2003-08-27
경기도 의정부시 가능동 15-552,가재울일신건영휴먼빌,222,2007-09-28
경기도 의정부시 가능동 50,힐스테이트녹양역,758,2018-11-21
경기도 의정부시 가능동 106-21,동원,406,1993-07-15
경기도 의정부시 가능동 224-191,브라운스톤흥선,673,2008-01-29
경기도 의정부시 가능동 350-3,금광포란재이너스,265,2008-07-04
경기도 의정부시 가능동 656-1,SKVIEW,1019,2007-06-29
경기도 의정부시 가능동 847,e편한세상녹양역,416,2019-06-28
경기도 의정부시 가능동 852,더샵파크에비뉴,420,2021-08-20
경기도 의정부시 가능동 860,의정부롯데캐슬골드포레,466,2024-06-28
경기도 의정부시 녹양동 80,현대,605,1990-12-01
경기도 의정부시 녹양동 146-15,청구,409,1994-12-26
경기도 의정부시 녹양동 355,녹양힐스테이트,1196,2006-08-25
경기도 의정부시 녹양동 373,대림,309,2000-02-11
경기도 의정부시 녹양동 374-1,신도9,305,2000-03-02
경기도 의정부시 녹양동 401,휴먼시아(3단지),380,2008-05-15
경기도 의정부시 녹양동 404,녹양엘에이치5단지,423,2018-12-04
경기도 의정부시 녹양동 405,휴먼시아(4단지),332,2008-05-15
경기도 의정부시 녹양동 409,휴먼시아(1단지),858,2008-04-30
경기도 의정부시 녹양동 411-1,휴먼시아(2단지),315,2008-04-30
경기도 의정부시 고산동 874,한신더휴고산NHF,670,2020-07-20
경기도 의정부시 고산동 879,정음마을고산1단지,500,2020-05-26
경기도 의정부시 고산동 887,정음마을고산2단지,629,2020-06-26
경기도 의정부시 고산동 903,고산리슈빌포레,1331,2021-05-13
경기도 의정부시 고산동 945,의정부고산대방노블랜드에듀파크아파트,932,2020-11-06
경기도 의정부시 산곡동 652,쌍용더플래티넘고산엔에이치에프,638,2020-01-10
경기도 의정부시 산곡동 671,고산센트레빌엔에이치에프,1215,2020-01-20
경기도 의정부시 산곡동 676,대광로제비앙더퍼스트,722,2020-04-13
경기도 의정부시 산곡동 709,고산수자인디에스티지1단지,240,2023-05-12
경기도 의정부시 산곡동 710,고산더라피니엘,880,2022-10-17
경기도 의정부시 산곡동 725,고산수자인디에스티지2단지,1033,2023-05-12
경기도 의정부시 산곡동 733,고산수자인디에스티지아트포레,1134,2023-05-12
경기도 의정부시 산곡동 760,더샵리듬시티,536,2024-09-25
경기도 의정부시 산곡동 812,리듬시티우미린,767,2024-12-30
경기도 안양만안구 안양동 32-1,삼성,366,1994-12-08
경기도 안양만안구 안양동 46-5,향림,250,1981-11-16
경기도 안양만안구 안양동 70,대우,498,1991-09-20
경기도 안양만안구 안양동 78,안양동경남아너스빌,248,2001-11-10
경기도 안양만안구 안양동 90-1,삼성래미안,1998,2002-01-25
경기도 안양만안구 안양동 155-2,한승미메이드,218,2005-03-30
경기도 안양만안구 안양동 192-9,준마,348,1989-07-18
경기도 안양만안구 안양동 377-1,삼호수정,250,1996-11-22
경기도 안양만안구 안양동 435-9,세양청마루,271,2008-11-21
경기도 안양만안구 안양동 627-72,벽산,275,1985-09-23
경기도 안양만안구 안양동 708-9,냉천마을현대,314,1997-06-05
경기도 안양만안구 안양동 708-196,수리산성원상떼빌2차,436,2007-02-13
경기도 안양만안구 안양동 709-16,성원상떼빌,469,2006-12-27
경기도 안양만안구 안양동 735,우성1차,210,1988-12-23
경기도 안양만안구 안양동 762-2,프라자,637,1987-04-23
경기도 안양만안구 안양동 767,성원1,934,1995-11-13
경기도 안양만안구 안양동 908-4,진흥,432,1987-08-03
경기도 안양만안구 안양동 911-1,정우,351,1985-12-11
경기도 안양만안구 안양동 969-1,율목주공,339,2000-06-30
경기도 안양만안구 안양동 976-6,효성화운트빌,350,2003-07-30
경기도 안양만안구 안양동 1024-1,뉴골든,222,1988-02-04
경기도 안양만안구 안양동 1059-1,수리산힐스테이트,441,2006-10-30
경기도 안양만안구 안양동 1060,수리산현대(1060),216,2001-11-12
경기도 안양만안구 안양동 1094-1,흥화브라운빌,224,2003-11-29
경기도 안양만안구 안양동 1380,주공뜨란채(아),1093,2004-11-15
경기도 안양만안구 안양동 1393,래미안안양메가트리아,4250,2016-10-26
경기도 안양만안구 안양동 1411,한양수자인리버파크,419,2019-01-25
경기도 안양만안구 안양동 1416,안양씨엘포레자이,1394,2021-02-25
경기도 안양만안구 안양동 1429,안양광신프로그레스리버뷰,230,2021-06-14
경기도 안양만안구 안양동 1438,두산위브더아티움,558,2023-01-03
경기도 안양만안구 안양동 1448,아르테자이,1021,2023-04-27
경기도 안양만안구 석수동 101-16,관악역이안,271,2010-04-01
경기도 안양만안구 석수동 110-20,대주파크빌,256,2005-04-29
경기도 안양만안구 석수동 166,관악산현대홈타운,376,2001-09-17
경기도 안양만안구 석수동 168-4,석수경남아너스빌,704,2002-10-21
경기도 안양만안구 석수동 182-2,석수e-편한세상,1908,2002-05-30
경기도 안양만안구 석수동 275-1,현대아파트,1088,1999-11-24
경기도 안양만안구 석수동 275-2,무림,204,1983-07-01
경기도 안양만안구 석수동 296,럭키,735,1987-05-20
경기도 안양만안구 석수동 346-3,영풍,206,2003-05-30
경기도 안양만안구 석수동 374-5,석수역푸르지오,542,2009-06-29
경기도 안양만안구 석수동 382,석수2차e-편한세상,231,2006-01-20
경기도 안양만안구 석수동 386-1,힐스테이트석수,239,2015-07-29
경기도 안양만안구 석수동 417-3,두산위브아파트,742,2010-09-29
경기도 안양만안구 석수동 484,석수엘지빌리지,1872,2001-05-19
경기도 안양만안구 석수동 485-8,안양석수하우스토리아파트,281,2011-10-27
경기도 안양만안구 석수동 786,코오롱하늘채,553,2010-02-12
경기도 안양만안구 석수동 794,현대아이파크,1134,2009-09-30
경기도 안양만안구 석수동 805,주공그린빌,543,2003-09-06
경기도 안양만안구 박달동 34,한신휴플러스2차,205,2006-05-22
경기도 안양만안구 박달동 37,한신휴플러스3차,392,2009-12-02
경기도 안양만안구 박달동 85,우성,1020,1990-05-29
경기도 안양만안구 박달동 107,벽산,386,1996-12-20
경기도 안양만안구 박달동 111-1,신한,370,1986-05-26
경기도 안양만안구 박달동 114,한라비발디,1385,2000-09-27
경기도 안양만안구 박달동 139-202,극동,312,1991-12-13
경기도 안양만안구 박달동 149-1,금호타운,752,1996-10-31
경기도 안양만안구 박달동 152,신안,296,1991-09-04
경기도 안양만안구 박달동 607-1,한일유앤아이,375,2005-02-25
경기도 안양만안구 박달동 616-9,대림한숲타운,728,2001-08-11
경기도 안양만안구 박달동 939,한양수자인에듀파크,348,2017-11-15
경기도 안양동안구 비산동 406,미륭,576,1979-09-20
경기도 안양동안구 비산동 408,비산롯데캐슬,955,2003-09-27
경기도 안양동안구 비산동 425,삼성래미안,3806,2003-12-24
경기도 안양동안구 비산동 572,한화꿈에그린,774,2009-11-19
경기도 안양동안구 비산동 576-7,비산힐스테이트,551,2005-11-09
경기도 안양동안구 비산동 1028-20,성원,282,1995-12-11
경기도 안양동안구 비산동 1101-2,샛별마을한양4-1,1262,1993-03-23
경기도 안양동안구 비산동 1101-6,샛별한양4-2,844,1993-04-30
경기도 안양동안구 비산동 1101-8,샛별한양4-3,638,1993-04-30
경기도 안양동안구 비산동 1102,관악,1800,1992-11-14
경기도 안양동안구 비산동 1102-4,관악부영4,796,1993-10-28
경기도 안양동안구 비산동 1102-7,관악성원,790,1992-09-03
경기도 안양동안구 비산동 1102-9,관악,489,1992-09-07
경기도 안양동안구 비산동 1103,은하수벽산,620,1992-05-30
경기도 안양동안구 비산동 1103-4,은하수신성,508,1992-11-11
경기도 안양동안구 비산동 1103-5,은하수마을한양,716,1993-11-25
경기도 안양동안구 비산동 1104,은하수청구,502,1992-06-13
경기도 안양동안구 비산동 1109,샛별한양6(고층1109),657,1993-11-25
경기도 안양동안구 비산동 1109-4,샛별한양6(고층1109-4),1076,1993-11-25
경기도 안양동안구 비산동 1109-6,샛별한양6(고층1109-6),718,1992-11-25
경기도 안양동안구 비산동 1155,더포레스트힐,2044,2003-03-21
경기도 안양동안구 비산동 1163,안양임곡휴먼시아,492,2007-07-10
경기도 안양동안구 비산동 1165,이-편한세상,486,2008-10-27
경기도 안양동안구 비산동 1167,대광로제비앙,219,2017-01-05
경기도 안양동안구 비산동 1172,한양수자인평촌리버뷰,304,2021-11-15
경기도 안양동안구 비산동 1177,평촌래미안푸르지오,1199,2022-03-02
경기도 안양동안구 비산동 1185,평촌자이아이파크,2737,2021-12-30
경기도 안양동안구 비산동 1198,힐스테이트비산파크뷰,303,2022-04-28
경기도 안양동안구 관양동 1396,현대,904,1985-04-03
경기도 안양동안구 관양동 1510-1,인덕원마을(삼성),1314,1998-12-10
경기도 안양동안구 관양동 1586,한가람(한양),952,1995-05-25
경기도 안양동안구 관양동 1586-5,한가람(삼성),708,1995-01-28
경기도 안양동안구 관양동 1586-6,한가람(두산),436,1992-11-28
경기도 안양동안구 관양동 1587,공작럭키,766,1993-06-23
경기도 안양동안구 관양동 1587-5,공작성일,750,1993-02-15
경기도 안양동안구 관양동 1588,공작부영2,1710,1993-03-13
경기도 안양동안구 관양동 1589,한가람(세경),1292,1996-11-25
경기도 안양동안구 관양동 1589-1,한가람(신라),1068,1992-07-31
경기도 안양동안구 관양동 1651,동편마을(3단지),1042,2012-04-27
경기도 안양동안구 관양동 1657,동편마을(2단지),970,2012-11-16
경기도 안양동안구 관양동 1669,동편마을(4단지),711,2012-03-19
경기도 안양동안구 관양동 1672,동편마을(1단지),1017,2011-12-12
경기도 안양동안구 관양동 1815,평촌더샵센트럴시티,1459,2016-06-28
경기도 안양동안구 평촌동 34,래미안인덕원더포인트,535,2000-05-29
경기도 안양동안구 평촌동 75-1,평촌이편한세상,220,2010-06-11
경기도 안양동안구 평촌동 75-2,인덕원센트럴푸르지오,1996,2001-04-28
경기도 안양동안구 평촌동 101,인덕원대림2차,862,2004-11-20
경기도 안양동안구 평촌동 130-1,영풍,230,2000-04-26
경기도 안양동안구 평촌동 314,귀인마을현대홈타운,967,2002-06-28
경기도 안양동안구 평촌동 896-2,초원마을세경,709,1996-07-26
경기도 안양동안구 평촌동 896-6,초원부영,1743,1992-10-15
경기도 안양동안구 평촌동 897-5,초원한양,870,1993-11-20
경기도 안양동안구 평촌동 897-7,초원LG,656,1993-10-30
경기도 안양동안구 평촌동 898,초원성원,368,1992-08-22
경기도 안양동안구 평촌동 898-2,초원마을대림,1035,1993-11-15
경기도 안양동안구 평촌동 898-6,초원마을대원,752,1993-07-31
경기도 안양동안구 평촌동 899,향촌롯데,530,1993-03-27
경기도 안양동안구 평촌동 899-2,향촌마을현대4차,552,1992-11-28
경기도 안양동안구 평촌동 899-7,향촌마을현대5차,780,1993-04-30
경기도 안양동안구 평촌동 932-2,꿈마을금호,250,1993-09-17
경기도 안양동안구 평촌동 932-4,꿈마을한신,566,1993-08-28
경기도 안양동안구 평촌동 932-6,꿈마을라이프,548,1992-09-17
경기도 안양동안구 평촌동 932-7,꿈마을현대,386,1993-11-13
경기도 안양동안구 평촌동 933,꿈마을우성,422,1993-11-09
경기도 안양동안구 평촌동 933-7,꿈마을동아,372,1994-04-29
경기도 안양동안구 평촌동 933-7,꿈마을건영3차,386,1994-04-29
경기도 안양동안구 평촌동 1001,힐스테이트인덕원역베르텍스,472,2024-11-29
경기도 안양동안구 호계동 570,호계럭키,794,1992-12-26
경기도 안양동안구 호계동 713,호계아크로리버,210,2007-03-28
경기도 안양동안구 호계동 766-4,호계삼익,261,1996-10-30
경기도 안양동안구 호계동 811,호계2차현대홈타운,1977,2003-11-18
경기도 안양동안구 호계동 813,대림e-편한세상,1752,2003-12-15
경기도 안양동안구 호계동 828-4,호계동현대,212,1999-12-10
경기도 안양동안구 호계동 893-1,임광한마음2차,426,2003-04-28
경기도 안양동안구 호계동 895,임광한마음1차,644,1999-07-15
경기도 안양동안구 호계동 912,효성백년가약,370,2000-10-14
경기도 안양동안구 호계동 914-40,호계1차현대홈타운,604,2002-11-22
경기도 안양동안구 호계동 923-21,신성미소지움,361,2004-12-01
경기도 안양동안구 호계동 923-28,신도브래뉴,203,2004-10-15
경기도 안양동안구 호계동 931,삼성(931),231,1999-01-23
경기도 안양동안구 호계동 1052,목련마을2단지대우선경,994,1992-03-28
경기도 안양동안구 호계동 1052-3,목련우성,902,1992-07-30
경기도 안양동안구 호계동 1052-5,목련우성5,683,1993-03-27
경기도 안양동안구 호계동 1053-2,목련선경,480,1992-11-27
경기도 안양동안구 호계동 1053-3,목련신동아,578,1994-07-14
경기도 안양동안구 호계동 1053-4,목련경남,258,1992-10-30
경기도 안양동안구 호계동 1053-4,목련동아,258,1992-10-30
경기도 안양동안구 호계동 1054-6,목련두산,440,1993-07-13
경기도 안양동안구 호계동 1054-8,목련우성7,466,1992-09-26
경기도 안양동안구 호계동 1055,무궁화효성,400,1992-12-05
경기도 안양동안구 호계동 1055,무궁화한양,400,1992-12-05
경기도 안양동안구 호계동 1055-1,무궁화코오롱,458,1992-09-29
경기도 안양동안구 호계동 1055-1,무궁화건영캐스빌,468,1992-09-29
경기도 안양동안구 호계동 1056,무궁화금호,438,1992-08-19
경기도 안양동안구 호계동 1056-6,무궁화진흥,321,1992-09-26
경기도 안양동안구 호계동 1057,무궁화경남,590,1994-08-23
경기도 안양동안구 호계동 1075,무궁화태영,654,1992-08-27
경기도 안양동안구 호계동 1115,샘마을임광,390,1992-12-05
경기도 안양동안구 호계동 1116,샘마을우방,488,1992-12-17
경기도 안양동안구 호계동 1117,샘마을쌍용,384,1992-09-18
경기도 안양동안구 호계동 1121,샘마을한양,536,1993-11-29
경기도 안양동안구 호계동 1121,샘마을대우,536,1994-02-08
경기도 안양동안구 호계동 1279,금정역호계푸르지오,410,2015-08-28
경기도 안양동안구 호계동 1287,평촌더샵아이파크,1174,2019-03-28
경기도 안양동안구 호계동 1294,평촌대성유니드,203,2019-04-25
경기도 안양동안구 호계동 1296,평촌어바인퍼스트,3850,2021-04-07
경기도 안양동안구 호계동 1298,평촌어바인퍼스트더샵,304,2024-09-24
경기도 안양동안구 호계동 1309,평촌두산위브리버뷰,855,2022-05-13
경기도 안양동안구 호계동 1327,평촌센텀퍼스트,2886,2023-11-24
경기도 부천원미구 원미동 114-1,원미동풍림,808,1999-04-23
경기도 부천원미구 원미동 151-1,두산,820,1999-06-24
경기도 부천원미구 원미동 222,이안더부천,219,2021-11-26
경기도 부천원미구 심곡동 458-2,다온하브,283,2005-03-05
경기도 부천원미구 춘의동 141-2,우남푸르미아,268,2006-04-14
경기도 부천원미구 춘의동 237,춘의주공,976,1992-05-14
경기도 부천원미구 춘의동 491,춘의동우민늘사랑,285,2004-11-20
경기도 부천원미구 약대동 169-6,현대,290,1988-06-02
경기도 부천원미구 약대동 169-38,흥립약대,210,1984-07-03
경기도 부천원미구 약대동 196,부천위브트레지움1단지,620,2012-07-09
경기도 부천원미구 약대동 204,부천위브트레지움3단지,210,2012-04-13
경기도 부천원미구 약대동 209,부천위브트레지움2단지,1013,2012-04-13
경기도 부천원미구 약대동 216-1,부천아이파크,1613,2017-07-31
경기도 부천원미구 역곡동 74-2,역곡역이편한세상,445,2011-08-18
경기도 부천원미구 역곡동 75,일두,315,1983-08-08
경기도 부천원미구 역곡동 202-1,대림e-편한세상1차,249,2004-03-06
경기도 부천원미구 역곡동 212-2,한국,497,1996-11-25
경기도 부천원미구 역곡동 409,"부천동부센트레빌1,2단지",697,2006-06-22
경기도 부천원미구 역곡동 411,동부센트레빌3단지,432,2006-07-27
경기도 부천원미구 중동 3-207,중동대림,401,2000-08-16
경기도 부천원미구 중동 1027,한라마을(주공3),1201,1996-04-09
경기도 부천원미구 중동 1028,한라마을(주공2),1246,1995-09-25
경기도 부천원미구 중동 1028,한라마을(주공)(임대),925,1994-11-15
경기도 부천원미구 중동 1029,금강마을(주공),1962,1994-05-10
경기도 부천원미구 중동 1036,은하마을(쌍용),270,1994-02-16
경기도 부천원미구 중동 1036,은하마을(효성),270,1994-02-16
경기도 부천원미구 중동 1037,은하마을(동부),322,1993-04-30
경기도 부천원미구 중동 1037,은하마을(대우),310,1993-04-30
경기도 부천원미구 중동 1038,은하마을(주공2),420,1995-09-22
경기도 부천원미구 중동 1039,은하마을(주공1),795,1995-07-25
경기도 부천원미구 중동 1040,덕유마을(주공3),852,1996-05-03
경기도 부천원미구 중동 1041,덕유마을(주공2),509,1996-08-01
경기도 부천원미구 중동 1041,덕유마을(주공4),1046,1997-05-26
경기도 부천원미구 중동 1041,덕유마을(주공)(임대),956,1994-12-08
경기도 부천원미구 중동 1051,설악마을(주공),1590,1993-08-09
경기도 부천원미구 중동 1052,중흥마을(주공),863,1995-04-11
경기도 부천원미구 중동 1054,중흥마을(극동),258,1993-04-30
경기도 부천원미구 중동 1054,중흥마을(두산),258,1993-04-30
경기도 부천원미구 중동 1055,중흥마을(신동아),320,1993-06-29
경기도 부천원미구 중동 1055,중흥마을(영남),320,1993-06-29
경기도 부천원미구 중동 1099-2,연화마을(건영),424,1994-03-31
경기도 부천원미구 중동 1100,연화마을(대원),386,1995-10-11
경기도 부천원미구 중동 1101,연화마을(쌍용),438,1994-02-16
경기도 부천원미구 중동 1102,꿈마을(서안),246,1994-02-25
경기도 부천원미구 중동 1102,꿈마을(건영),246,1994-02-25
경기도 부천원미구 중동 1103,꿈마을(동아),382,1993-12-11
경기도 부천원미구 중동 1104,꿈마을(삼환),348,1994-07-09
경기도 부천원미구 중동 1104,꿈마을(한진),350,1994-07-09
경기도 부천원미구 중동 1116,리첸시아중동,572,2012-01-30
경기도 부천원미구 중동 1118-1,부천중동스타팰리움,275,2017-07-28
경기도 부천원미구 중동 1170,포도마을(영남),918,1994-10-21
경기도 부천원미구 중동 1170,포도마을(삼보),918,1994-10-07
경기도 부천원미구 중동 1171,포도마을(뉴서울),310,1993-03-30
경기도 부천원미구 중동 1172,보람마을(아주),1398,1995-05-02
경기도 부천원미구 중동 1173-1,보람마을(동남),494,1995-03-03
경기도 부천원미구 중동 1175-2,무지개마을(LG),390,1993-05-08
경기도 부천원미구 중동 1176-2,무지개마을(동신),580,1993-07-30
경기도 부천원미구 중동 1178,미리내마을(롯데1),600,1993-02-27
경기도 부천원미구 중동 1178,미리내마을(삼성),410,1993-02-27
경기도 부천원미구 중동 1178,미리내마을(우성),530,1993-02-27
경기도 부천원미구 중동 1179,미리내마을(한양),336,1994-12-31
경기도 부천원미구 중동 1179,미리내마을(금호),336,1994-12-31
경기도 부천원미구 중동 1179,미리내마을(한신),336,1994-12-31
경기도 부천원미구 중동 1180-1,미리내마을(롯데2),756,1993-02-27
경기도 부천원미구 중동 1181,미리내마을(동성),970,1993-02-27
경기도 부천원미구 중동 1182,그린타운(삼성),356,1993-02-27
경기도 부천원미구 중동 1182,그린타운(우성1),236,1993-02-27
경기도 부천원미구 중동 1183,그린타운(한신),474,1993-02-26
경기도 부천원미구 중동 1184-6,그린타운(우성2),340,1994-12-15
경기도 부천원미구 중동 1185-2,그린타운(금호),356,1993-12-18
경기도 부천원미구 중동 1185-2,그린타운(한양),356,1994-01-24
경기도 부천원미구 중동 1186,복사골아파트,700,1992-12-03
경기도 부천원미구 중동 1186,복사골(건영),330,1993-04-30
경기도 부천원미구 중동 1288,팰리스카운티,3090,2009-07-27
경기도 부천원미구 중동 1293-1,래미안부천중동,616,2015-10-26
경기도 부천원미구 중동 1298,부천중동해링턴플레이스,339,2019-11-27
경기도 부천원미구 중동 1300,센트럴파크푸르지오,999,2020-01-22
경기도 부천원미구 중동 1301,힐스테이트중동,999,2022-02-16
경기도 부천원미구 상동 392,"한아름마을(현대,라이프)",1236,1993-04-30
경기도 부천원미구 상동 393,"한아름마을(삼환,동아,동성)",1428,1994-11-07
경기도 부천원미구 상동 394,한아름마을(한국),500,1996-12-13
경기도 부천원미구 상동 394-1,한아름마을(동원),296,1995-04-27
경기도 부천원미구 상동 395,반달마을(삼익),828,1993-04-30
경기도 부천원미구 상동 397,반달마을(동아),915,1993-03-30
경기도 부천원미구 상동 397,반달마을(건영),912,1993-03-30
경기도 부천원미구 상동 397,반달마을(선경),915,1993-03-30
경기도 부천원미구 상동 399,반달마을(극동신라),1390,1994-05-13
경기도 부천원미구 상동 413,상동스카이뷰자이,405,2018-09-20
경기도 부천원미구 상동 415,"사랑마을(벽산,선경,삼익)",938,1994-05-27
경기도 부천원미구 상동 417,사랑마을(청구),440,1993-05-29
경기도 부천원미구 상동 445,꿈동산(신안),668,1994-06-11
경기도 부천원미구 상동 463-2,부천상동행복주택,630,2023-02-20
경기도 부천원미구 상동 500-1,다정한마을(주공),588,2002-10-17
경기도 부천원미구 상동 500-2,다정한마을(금강),560,2003-02-15
경기도 부천원미구 상동 500-4,다정한마을(삼성),718,2002-09-24
경기도 부천원미구 상동 500-5,다정한마을(쌍용),561,2003-02-15
경기도 부천원미구 상동 525-1,라일락마을(경남아너스빌),474,2002-10-17
경기도 부천원미구 상동 525-3,라일락마을(신성미소지움),955,2002-11-15
경기도 부천원미구 상동 525-6,라일락마을(동양),370,2002-09-10
경기도 부천원미구 상동 526-1,진달래마을(대우),580,2002-06-21
경기도 부천원미구 상동 526-4,진달래마을(대림),639,2002-08-09
경기도 부천원미구 상동 526-6,진달래마을(신동아),256,2002-04-25
경기도 부천원미구 상동 527-1,진달래마을(효성써미트빌),559,2002-09-19
경기도 부천원미구 상동 527-3,진달래마을(효성),708,2002-09-26
경기도 부천원미구 상동 528-1,라일락마을(대우유림),572,2002-08-10
경기도 부천원미구 상동 528-3,라일락마을(서해),454,2002-05-27
경기도 부천원미구 상동 531-4,스타팰리스2,204,2004-07-23
경기도 부천원미구 상동 531-7,리파인빌,238,2004-12-03
경기도 부천원미구 상동 547-1,코오롱파크뷰,288,2007-03-14
경기도 부천원미구 상동 550-1,행복한마을(금호),422,2002-07-13
경기도 부천원미구 상동 550-3,행복한마을(서해),402,2002-05-23
경기도 부천원미구 상동 550-7,행복한마을(한양),396,2002-09-17
경기도 부천원미구 상동 551-1,푸른마을(창보),330,2002-04-30
경기도 부천원미구 상동 551-2,푸른마을(한라),382,2002-06-27
경기도 부천원미구 상동 570-1,하얀마을(현대),511,2002-03-26
경기도 부천원미구 상동 570-3,하얀마을(주공)(임대),636,2002-11-11
경기도 부천원미구 상동 570-5,하얀마을(경남),414,2002-04-29
경기도 부천원미구 상동 571-1,백송마을(상록LG),476,2003-08-14
경기도 부천원미구 상동 571-3,백송마을(엘지에스케이),496,2002-03-25
경기도 부천원미구 상동 571-4,백송마을(동남디아망),582,2002-12-14
경기도 부천원미구 상동 571-6,백송마을(풍림아이원),812,2002-03-26
경기도 부천원미구 상동 589-1,목련마을(589-1)(임대),670,2003-08-07
경기도 부천원미구 상동 590-1,목련마을(590-1)(임대),581,2003-08-07
경기도 부천원미구 상동 702,부천영상행복주택,850,2023-11-27
경기도 부천소사구 소사본동 70-16,부천한신더휴메트로,299,2020-04-29
경기도 부천소사구 소사본동 91-68,성지,264,1988-01-23
경기도 부천소사구 소사본동 133-12,부천소사역푸르지오,797,2012-11-05
경기도 부천소사구 소사본동 135,소사에스케이뷰,1172,2004-06-29
경기도 부천소사구 소사본동 277-12,한신,916,1984-09-24
경기도 부천소사구 소사본동 323,양우파크타운(내안愛),244,2003-08-22
경기도 부천소사구 소사본동 400-7,소새울역청구아파트,202,1995-03-16
경기도 부천소사구 소사본동 400-8,주공,1210,1995-11-07
경기도 부천소사구 소사본동 401-7,풍림,714,1996-09-16
경기도 부천소사구 소사본동 403,삼성,262,1995-03-25
경기도 부천소사구 소사본동 403,두산,262,1995-03-25
경기도 부천소사구 소사본동 407-1,주공,348,2006-06-08
경기도 부천소사구 소사본동 408-1,주공,557,2006-06-08
경기도 부천소사구 소사본동 411-1,주공뜨란채,1104,2006-06-30
경기도 부천소사구 소사본동 424,소새울KCC스위첸,226,2012-09-17
경기도 부천소사구 심곡본동 566-1,부천극동,495,1980-04-29
경기도 부천소사구 심곡본동 617-11,롯데,463,1984-11-09
경기도 부천소사구 심곡본동 820-2,e편한세상부천심곡,354,2018-09-20
경기도 부천소사구 범박동 150-2,부천범박힐스테이트6단지,669,2003-06-27
경기도 부천소사구 범박동 151-2,부천범박힐스테이트5단지,836,2003-06-27
경기도 부천소사구 범박동 152-2,부천범박힐스테이트4단지,1387,2003-06-27
경기도 부천소사구 범박동 153-2,부천범박힐스테이트2단지,490,2004-06-25
경기도 부천소사구 범박동 154-2,부천범박힐스테이트1단지,1070,2004-06-25
경기도 부천소사구 범박동 155-1,부천범박힐스테이트3단지,1012,2004-06-25
경기도 부천소사구 범박동 234-1,범박파밀리에포레스트,672,2011-03-21
경기도 부천소사구 범박동 327,일루미스테이트,3724,2024-01-15
경기도 부천소사구 괴안동 99-1,신일해피트리,320,2005-07-28
경기도 부천소사구 괴안동 129,네오빌,208,2002-02-28
경기도 부천소사구 괴안동 164-6,염광,382,1989-06-02
경기도 부천소사구 괴안동 171-6,대진,290,1987-04-20
경기도 부천소사구 괴안동 171-8,거산,260,1992-10-12
경기도 부천소사구 괴안동 171-18,복지,256,1986-12-06
경기도 부천소사구 괴안동 204-1,삼익3차,682,1990-12-11
경기도 부천소사구 괴안동 204-5,삼익세라믹,781,1988-12-24
경기도 부천소사구 괴안동 251-1,범박휴먼시아1단지,1473,2011-05-04
경기도 부천소사구 괴안동 268,이편한세상온수역,921,2020-04-22
경기도 부천소사구 괴안동 291,부천YCITY,289,2024-11-14
경기도 부천소사구 송내동 304-6,뜨란채주공,301,2004-10-07
경기도 부천소사구 송내동 315,송내역파인푸르지오1단지,353,2016-10-26
경기도 부천소사구 송내동 327-2,성호,238,1995-11-18
경기도 부천소사구 송내동 340,우성,798,1990-07-19
경기도 부천소사구 송내동 368,뉴서울,971,1995-10-31
경기도 부천소사구 송내동 372,푸르지오,1001,2005-09-06
경기도 부천소사구 송내동 377-7,중동역푸르지오2차,812,2008-08-25
경기도 부천소사구 송내동 409,송내자이,436,2009-07-28
경기도 부천소사구 송내동 441-8,동신,380,1985-11-26
경기도 부천소사구 송내동 450-1,현대,717,1988-10-29
경기도 부천소사구 송내동 457-1,송내대우,408,2001-10-22
경기도 부천소사구 송내동 463-106,송내e-편한세상,371,2008-07-17
경기도 부천소사구 송내동 580,삼익1,550,1979-05-15
경기도 부천소사구 송내동 717,래미안어반비스타,831,2021-08-27
